scenario,mode,runs,duration_min,duration_mean,duration_max,duration_std
A,rudp,10,15.078114,15.4545964,15.763239,0.1988931259597585
A,tcp,10,0.451598,0.4882945,0.515002,0.020853814488534753
B,rudp,10,161.008235,174.9447528,201.469576,12.792388371532297
B,tcp,10,5.792659,7.3932286000000005,8.713278,0.8871426230860767
C,rudp,10,323.392998,348.7583998,386.625282,19.403486233006888
C,tcp,10,21.353944,24.319428,28.888019,2.520420590742127
